"Västerbotten","0 (0-1)","0 (0-1)","0.1 (0-1)","0 (0-0)","0 (0-0)","0 (0-1)","0 (0-0)","0 (0-0)","0 (0-1)","0 (0-0)","0 (0-0)","0 (0-1)","0 (0-0)","0 (0-0)","0 (0-1)","0 (0-0)","0 (0-0)","0 (0-1)","0 (0-0)","0 (0-0)","0 (0-1)","0 (0-0)","0 (0-0)","0 (0-1)","0 (0-1)","0 (0-0)","0 (0-1)","0 (0-1)","0 (0-1)","0.1 (0-1)"
"Västernorrland","1.3 (0-4)","2.2 (1-5)","3.5 (1-7)","0.7 (0-3)","0.3 (0-2)","1.1 (0-3)","1.6 (0-4)","2 (0-5)","3.6 (0-8)","0.4 (0-2)","1.3 (0-4)","1.7 (0-4)","1.2 (0-4)","1.3 (0-4)","2.4 (0-6)","0.6 (0-3)","1.9 (0-5)","2.5 (0-6)","3.9 (2-6)","3.3 (2-6)","7.3 (5-11)","2.3 (0-5)","3 (1-6)","5.3 (2-9)","2.7 (1-5)","3.3 (2-5)","6 (4-9)","4.3 (2-8)","2.7 (1-6)","7 (4-12)"
"Midtre","143.1 (136-151)","155.8 (148-164)","298.9 (288-310)","147.8 (142-154)","141.7 (136-147)","289.5 (282-298)","129.7 (121-140)","131.1 (121-143)","260.8 (248-276)","152.2 (148-157)","162.5 (157-168)","314.6 (308-323)","142.6 (135-152)","167.2 (157-178)","309.8 (297-324)","161.7 (153-171)","192.4 (182-204)","354.1 (341-368)","159.4 (151-169)","165.2 (157-174)","324.5 (313-338)","151.8 (141-164)","137.1 (129-146)","288.9 (276-303)","124.1 (115-134)","137.4 (130-145)","261.5 (250-275)","140.2 (128-155)","139.7 (129-152)","279.8 (263-298)"
"Dalarna","38.2 (34-43)","42.6 (38-48)","80.8 (74-88)","28.9 (26-33)","35 (31-40)","63.9 (58-70)","27.8 (22-34)","28.7 (23-36)","56.6 (48-66)","35.8 (32-40)","35 (31-39)","70.8 (65-77)","33.2 (28-39)","36.8 (31-44)","69.9 (62-79)","39.1 (34-45)","40 (34-47)","79 (71-88)","36.7 (31-43)","24.7 (20-31)","61.5 (54-70)","29 (23-36)","24.6 (21-30)","53.6 (46-62)","20 (15-26)","18.8 (14-24)","38.8 (32-46)","22.1 (15-30)","20.1 (14-27)","42.2 (33-53)"
"Gävleborg","25.6 (22-30)","24.5 (20-29)","50 (44-56)","29.8 (27-33)","24.4 (21-28)","54.2 (50-59)","22 (18-27)","24.2 (19-30)","46.2 (39-54)","31.7 (29-35)","37.7 (35-41)","69.3 (65-74)","30.9 (27-35)","30 (26-34)","60.9 (56-67)","27.7 (24-32)","23.5 (20-28)","51.2 (46-57)","18.5 (15-22)","15.5 (12-19)","34.1 (29-39)","14.1 (10-19)","7.5 (5-11)","21.6 (17-27)","10.1 (7-14)","11.3 (9-15)","21.5 (17-26)","11.5 (8-16)","13.7 (10-18)","25.2 (20-32)"
"Örebro","18.4 (15-22)","20 (16-24)","38.4 (34-44)","19 (16-22)","15.8 (13-18)","34.8 (31-39)","14.2 (10-19)","21.3 (17-26)","35.4 (29-42)","21.8 (19-25)","26.8 (23-31)","48.7 (43-54)","18.5 (14-23)","28.3 (23-33)","46.8 (40-54)","20.3 (16-25)","35.4 (30-41)","55.8 (49-63)","20.8 (17-25)","31.9 (28-36)","52.7 (47-59)","25.6 (21-31)","31 (28-34)","56.5 (51-63)","23.6 (20-28)","32.2 (28-36)","55.8 (50-62)","25.3 (21-30)","34.3 (30-38)","59.6 (54-66)"
"Stockholm","2.9 (2-5)","0.9 (0-3)","3.8 (2-7)","3.1 (2-5)","1.8 (0-3)","5 (3-7)","1.1 (0-3)","1.1 (0-3)","2.2 (0-5)","0.8 (0-2)","3 (1-5)","3.8 (2-6)","3.2 (1-5)","5 (3-7)","8.2 (5-11)","2.9 (1-5)","4.3 (2-7)","7.2 (4-11)","4.8 (3-7)","2.7 (1-5)","7.6 (4-11)","2.2 (1-4)","1.6 (1-3)","3.8 (2-6)","0.5 (0-2)","3.1 (2-5)","3.6 (2-6)","2 (1-4)","2.2 (1-4)","4.2 (2-7)"
"Uppsala","3.9 (2-7)","4 (1-7)","7.9 (4-12)","5.3 (3-8)","3.8 (1-6)","9.1 (6-13)","3.2 (1-6)","3.4 (1-6)","6.6 (4-10)","3.2 (2-5)","1.9 (1-3)","5.2 (3-7)","3.8 (2-6)","4.3 (2-7)","8.2 (5-11)","3.8 (2-6)","9.1 (8-11)","12.8 (10-16)","4.2 (3-6)","3.4 (1-6)","7.6 (5-11)","3.6 (2-6)","6.5 (5-8)","10.1 (8-13)","4.7 (4-7)","5.9 (5-8)","10.6 (9-13)","8.6 (6-11)","9.4 (7-12)","18 (15-22)"
"Värmland","39.4 (35-44)","46.2 (41-51)","85.6 (79-93)","45.8 (41-51)","41.8 (38-46)","87.7 (82-94)","46.3 (40-53)","37.4 (32-43)","83.7 (76-92)","42 (38-46)","41.6 (37-46)","83.6 (78-89)","36.8 (31-43)","41.6 (35-49)","78.5 (70-88)","49.7 (42-57)","54.3 (48-61)","104 (94-114)","46 (40-52)","55 (50-60)","101 (94-109)","38.3 (32-45)","34.5 (30-40)","72.9 (65-81)","22.1 (17-28)","26.6 (22-32)","48.7 (41-57)","26.1 (20-34)","17.5 (12-24)","43.6 (35-54)"
"Västmanland","11.5 (10-14)","14.3 (12-17)","25.7 (22-30)","11.7 (10-14)","14.5 (12-17)","26.2 (23-30)","8.4 (5-12)","7.9 (5-12)","16.3 (12-21)","13.9 (11-17)","13.3 (10-17)","27.3 (23-32)","8.6 (5-12)","10.5 (7-15)","19.1 (14-25)","9.2 (6-12)","15.3 (11-20)","24.5 (19-30)","13.4 (11-17)","14.3 (12-18)","27.8 (24-32)","12.9 (10-16)","11.2 (9-14)","24.1 (20-28)","16.8 (14-20)","19.5 (16-23)","36.3 (32-41)","16.4 (13-20)","20 (16-24)","36.5 (31-42)"
"Västra Götaland","3.3 (1-7)","3.3 (0-7)","6.6 (2-12)","4.1 (2-7)","4.6 (2-7)","8.7 (5-13)","6.7 (4-10)","7 (4-11)","13.7 (9-19)","2.8 (1-5)","3.2 (1-6)","6 (3-9)","7.5 (4-11)","10.8 (7-15)","18.3 (13-24)","9.1 (6-13)","10.5 (7-15)","19.6 (15-25)","14.8 (12-19)","17.6 (14-22)","32.4 (27-38)","26.2 (23-30)","20.2 (17-24)","46.4 (42-52)","26.3 (23-31)","19.9 (17-24)","46.2 (41-52)","28 (25-32)","22.4 (19-27)","50.4 (45-56)"
"Søndre","4.9 (2-10)","11.1 (7-17)","16 (10-24)","5.4 (3-9)","15.4 (14-18)","20.8 (17-25)","6 (3-10)","7.1 (4-12)","13.1 (8-19)","10.9 (9-13)","10.3 (8-13)","21.2 (18-25)","16.9 (13-21)","16.8 (12-22)","33.7 (28-41)","20.9 (17-25)","27.6 (22-34)","48.5 (42-56)","32.3 (29-37)","42.5 (38-47)","74.8 (69-81)","33.8 (29-39)","43.9 (40-48)","77.8 (72-84)","37.3 (33-42)","39.3 (35-44)","76.6 (71-83)","33.3 (30-38)","41.2 (37-47)","74.5 (69-82)"
"Blekinge","0.1 (0-1)","1.2 (1-2)","1.4 (1-3)","0.1 (0-1)","0.1 (0-1)","0.2 (0-1)","0.1 (0-1)","0.1 (0-1)","0.2 (0-1)","0 (0-1)","0.1 (0-1)","0.1 (0-1)","0.1 (0-1)","0.1 (0-1)","0.2 (0-1)","0.2 (0-1)","0.2 (0-1)","0.4 (0-2)","0 (0-1)","0.1 (0-1)","0.1 (0-1)","0.1 (0-1)","0.3 (0-1)","0.4 (0-2)","0.2 (0-1)","0.2 (0-1)","0.4 (0-2)","0.1 (0-1)","0.2 (0-1)","0.3 (0-2)"
"Halland","0.3 (0-2)","0.2 (0-2)","0.5 (0-2)","0.2 (0-1)","0.1 (0-1)","0.3 (0-2)","0.1 (0-1)","0.2 (0-1)","0.4 (0-2)","0.1 (0-1)","0.1 (0-1)","0.2 (0-1)","1.1 (0-2)","0.3 (0-2)","1.4 (0-3)","0.2 (0-1)","0.5 (0-2)","0.7 (0-3)","0.2 (0-1)","1 (0-2)","1.2 (0-3)","1.2 (1-3)","1.3 (0-3)","2.5 (1-5)","1.6 (0-4)","1.9 (0-4)","3.5 (1-6)","1.1 (0-3)","1.2 (0-3)","2.3 (1-5)"
"Jönköping","0.6 (0-2)","1.1 (0-4)","1.7 (0-5)","0.3 (0-2)","0.2 (0-1)","0.5 (0-2)","0.4 (0-2)","0.5 (0-2)","0.9 (0-3)","0.1 (0-1)","1.1 (0-2)","1.2 (0-3)","0.8 (0-3)","1.9 (1-4)","2.8 (1-6)","3.3 (1-6)","4.3 (2-7)","7.6 (5-11)","6 (4-8)","8.1 (6-11)","14.1 (11-18)","5.2 (3-8)","5.5 (3-8)","10.7 (7-14)","6.4 (4-9)","5.4 (4-8)","11.9 (9-16)","8.5 (7-10)","7.1 (5-10)","15.5 (13-19)"
"Kalmar","0.3 (0-2)","0.7 (0-3)","1 (0-3)","0.1 (0-1)","0.9 (0-2)","1 (0-2)","0.2 (0-2)","1.2 (1-3)","1.5 (1-3)","0.1 (0-1)","0.6 (0-2)","0.7 (0-2)","0.2 (0-1)","1.5 (1-3)","1.7 (1-4)","0.5 (0-2)","0.8 (0-3)","1.3 (0-4)","0.4 (0-2)","0.4 (0-2)","0.8 (0-3)","0.7 (0-2)","0.7 (0-3)","1.4 (0-4)","0.7 (0-3)","1.1 (0-3)","1.8 (0-5)","1.3 (1-3)","0.5 (0-2)","1.9 (1-4)"
"Kronoberg","0.4 (0-2)","1.8 (1-4)","2.2 (1-5)","0.3 (0-2)","0.4 (0-2)","0.7 (0-3)","0.3 (0-2)","0.4 (0-2)","0.7 (0-3)","0.1 (0-1)","0.5 (0-2)","0.6 (0-2)","0.2 (0-1)","1.6 (1-3)","1.8 (1-4)","0.3 (0-2)","1.7 (1-4)","2 (1-4)","1 (0-2)","2.4 (1-4)","3.4 (2-5)","1.2 (0-3)","4.5 (3-7)","5.7 (3-8)","3.1 (2-5)","2.7 (1-5)","5.8 (3-9)","1.1 (0-3)","3.2 (1-6)","4.3 (1-8)"
"Östergötland","0.7 (0-3)","2.4 (1-5)","3.1 (1-6)","1.4 (1-3)","2.2 (2-3)","3.6 (3-6)","2.1 (1-4)","1.8 (1-4)","3.9 (2-7)","6.6 (6-8)","3.3 (3-4)","9.8 (9-12)","5 (4-7)","3.3 (2-6)","8.3 (6-12)","4.8 (3-7)","7.2 (5-10)","12 (9-16)","3.7 (2-6)","7 (6-9)","10.7 (9-14)","6.5 (5-9)","4.4 (3-7)","10.9 (8-14)","5 (3-8)","5.4 (4-8)","10.5 (8-14)","3.5 (2-6)","4.3 (3-7)","7.9 (5-11)"
"Skåne","0.7 (0-3)","1.9 (1-4)","2.7 (1-6)","0.4 (0-2)","2 (1-3)","2.3 (1-4)","0.3 (0-2)","0.4 (0-2)","0.6 (0-3)","0.2 (0-1)","0.2 (0-1)","0.4 (0-2)","1.3 (1-3)","1.5 (1-3)","2.7 (2-5)","2.4 (2-4)","2.8 (2-5)","5.2 (4-8)","6.2 (6-7)","6.3 (6-8)","12.5 (12-14)","6.5 (6-8)","11.8 (10-14)","18.3 (16-21)","7.4 (6-9)","8.1 (7-10)","15.4 (13-18)","5.7 (5-7)","8.6 (6-11)","14.2 (11-17)"
"Södermanland","1.8 (1-4)","1.7 (1-4)","3.5 (2-6)","2.6 (2-4)","9.6 (9-11)","12.2 (11-14)","2.5 (1-5)","2.5 (1-5)","5 (3-8)","3.6 (3-5)","4.4 (3-6)","8 (6-10)","8.2 (6-11)","6.6 (4-10)","14.8 (12-19)","9.2 (7-12)","10.2 (7-14)","19.4 (16-24)","14.8 (13-17)","17.2 (15-20)","32 (29-36)","12.4 (11-15)","15.4 (14-17)","27.8 (26-31)","12.8 (11-15)","14.5 (13-17)","27.3 (25-31)","12.1 (10-14)","16 (15-18)","28.1 (26-31)"
